"Station","Period","Date","Swath","SpeciesCode","Density"
4,21,"10/22/90","45L",0574,0.00
4,21,"10/22/90","10R",0575,0.05
4,21,"10/22/90","22L",0575,0.00
4,21,"10/22/90","32L",0575,0.10
4,21,"10/22/90","39L",0575,0.05
4,21,"10/22/90","45L",0575,1.70
4,21,"10/22/90","10R",0589,0.20
4,21,"10/22/90","22L",0589,0.20
4,21,"10/22/90","32L",0589,0.15
4,21,"10/22/90","39L",0589,0.35
4,21,"10/22/90","45L",0589,0.20
4,22,"04/18/91","10R",0024,0.25
4,22,"04/18/91","22L",0024,0.15
4,22,"04/18/91","32L",0024,0.20
4,22,"04/18/91","39L",0024,0.05
4,22,"04/18/91","45L",0024,0.05
4,22,"04/18/91","10R",0029,2.65
4,22,"04/18/91","22L",0029,1.60
4,22,"04/18/91","32L",0029,4.10
4,22,"04/18/91","39L",0029,1.95
4,22,"04/18/91","45L",0029,1.70
4,22,"04/18/91","10R",0030,4.50
4,22,"04/18/91","22L",0030,4.55
4,22,"04/18/91","32L",0030,6.40
4,22,"04/18/91","39L",0030,5.75
4,22,"04/18/91","45L",0030,4.95
4,22,"04/18/91","10R",0066,0.05
4,22,"04/18/91","22L",0066,0.00
4,22,"04/18/91","32L",0066,0.00
4,22,"04/18/91","39L",0066,0.25
4,22,"04/18/91","45L",0066,0.00
4,22,"04/18/91","10R",0067,0.00
4,22,"04/18/91","22L",0067,0.00
4,22,"04/18/91","32L",0067,0.00
4,22,"04/18/91","39L",0067,0.00
4,22,"04/18/91","45L",0067,0.00
4,22,"04/18/91","10R",0075,0.00
4,22,"04/18/91","22L",0075,0.00
4,22,"04/18/91","32L",0075,0.10
4,22,"04/18/91","39L",0075,0.10
4,22,"04/18/91","45L",0075,0.05
4,22,"04/18/91","10R",0081,0.00
4,22,"04/18/91","22L",0081,0.00
4,22,"04/18/91","32L",0081,0.00
4,22,"04/18/91","39L",0081,0.00
4,22,"04/18/91","45L",0081,0.00
4,22,"04/18/91","10R",0082,0.00
4,22,"04/18/91","22L",0082,0.00
4,22,"04/18/91","32L",0082,0.00
4,22,"04/18/91","39L",0082,0.00
4,22,"04/18/91","45L",0082,0.00
4,22,"04/18/91","10R",0085,0.00
4,22,"04/18/91","22L",0085,0.05
4,22,"04/18/91","32L",0085,0.15
4,22,"04/18/91","39L",0085,0.05
4,22,"04/18/91","45L",0085,0.00
4,22,"04/18/91","10R",0089,0.85
4,22,"04/18/91","22L",0089,0.45
4,22,"04/18/91","32L",0089,0.25
4,22,"04/18/91","39L",0089,0.75
4,22,"04/18/91","45L",0089,0.30
4,22,"04/18/91","10R",0092,0.10
4,22,"04/18/91","22L",0092,0.25
4,22,"04/18/91","32L",0092,0.75
4,22,"04/18/91","39L",0092,0.20
4,22,"04/18/91","45L",0092,0.05
4,22,"04/18/91","10R",0152,0.00
4,22,"04/18/91","22L",0152,0.00
4,22,"04/18/91","32L",0152,0.00
4,22,"04/18/91","39L",0152,0.00
4,22,"04/18/91","45L",0152,0.10
4,22,"04/18/91","10R",0553,0.00
4,22,"04/18/91","22L",0553,0.00
4,22,"04/18/91","32L",0553,0.05
4,22,"04/18/91","39L",0553,0.10
4,22,"04/18/91","45L",0553,0.10
4,22,"04/18/91","10R",0556,0.00
4,22,"04/18/91","22L",0556,0.10
4,22,"04/18/91","32L",0556,0.35
4,22,"04/18/91","39L",0556,0.55
4,22,"04/18/91","45L",0556,0.55
4,22,"04/18/91","10R",0557,0.00
4,22,"04/18/91","22L",0557,0.00
4,22,"04/18/91","32L",0557,0.00
4,22,"04/18/91","39L",0557,0.00
4,22,"04/18/91","45L",0557,0.05
4,22,"04/18/91","10R",0558,0.15
4,22,"04/18/91","22L",0558,0.00
4,22,"04/18/91","32L",0558,0.00
4,22,"04/18/91","39L",0558,0.05
4,22,"04/18/91","45L",0558,0.00
4,22,"04/18/91","10R",0574,0.00
4,22,"04/18/91","22L",0574,0.00
4,22,"04/18/91","32L",0574,0.00
4,22,"04/18/91","39L",0574,0.00
4,22,"04/18/91","45L",0574,0.00
4,22,"04/18/91","10R",0575,0.00
4,22,"04/18/91","22L",0575,0.00
4,22,"04/18/91","32L",0575,0.10
4,22,"04/18/91","39L",0575,0.05
4,22,"04/18/91","45L",0575,1.10
4,22,"04/18/91","10R",0589,0.20
4,22,"04/18/91","22L",0589,0.25
4,22,"04/18/91","32L",0589,0.15
4,22,"04/18/91","39L",0589,0.30
4,22,"04/18/91","45L",0589,0.10
4,23,"10/10/91","10R",0024,0.35
4,23,"10/10/91","22L",0024,0.25
4,23,"10/10/91","32L",0024,0.15
4,23,"10/10/91","39L",0024,0.00
4,23,"10/10/91","45L",0024,0.05
4,23,"10/10/91","10R",0029,3.15
4,23,"10/10/91","22L",0029,1.80
4,23,"10/10/91","32L",0029,4.25
4,23,"10/10/91","39L",0029,1.90
4,23,"10/10/91","45L",0029,1.10
4,23,"10/10/91","10R",0030,5.95
4,23,"10/10/91","22L",0030,4.55
4,23,"10/10/91","32L",0030,6.20
4,23,"10/10/91","39L",0030,9.80
4,23,"10/10/91","45L",0030,4.70
4,23,"10/10/91","10R",0066,0.00
4,23,"10/10/91","22L",0066,0.00
4,23,"10/10/91","32L",0066,0.00
4,23,"10/10/91","39L",0066,0.00
4,23,"10/10/91","45L",0066,0.00
4,23,"10/10/91","10R",0067,0.00
4,23,"10/10/91","22L",0067,0.00
4,23,"10/10/91","32L",0067,0.00
4,23,"10/10/91","39L",0067,0.00
4,23,"10/10/91","45L",0067,0.00
4,23,"10/10/91","10R",0075,0.00
4,23,"10/10/91","22L",0075,0.00
4,23,"10/10/91","32L",0075,0.00
4,23,"10/10/91","39L",0075,0.00
4,23,"10/10/91","45L",0075,0.00
4,23,"10/10/91","10R",0081,0.05
4,23,"10/10/91","22L",0081,0.00
4,23,"10/10/91","32L",0081,0.00
4,23,"10/10/91","39L",0081,0.00
4,23,"10/10/91","45L",0081,0.05
4,23,"10/10/91","10R",0082,0.00
4,23,"10/10/91","22L",0082,0.00
4,23,"10/10/91","32L",0082,0.00
4,23,"10/10/91","39L",0082,0.00
4,23,"10/10/91","45L",0082,0.05
4,23,"10/10/91","10R",0085,0.05
4,23,"10/10/91","22L",0085,0.20
4,23,"10/10/91","32L",0085,0.20
4,23,"10/10/91","39L",0085,0.00
4,23,"10/10/91","45L",0085,0.00
4,23,"10/10/91","10R",0089,0.55
4,23,"10/10/91","22L",0089,0.15
4,23,"10/10/91","32L",0089,0.60
4,23,"10/10/91","39L",0089,0.35
4,23,"10/10/91","45L",0089,0.00
4,23,"10/10/91","10R",0092,0.35
4,23,"10/10/91","22L",0092,0.35
4,23,"10/10/91","32L",0092,0.70
4,23,"10/10/91","39L",0092,0.25
4,23,"10/10/91","45L",0092,0.10
4,23,"10/10/91","10R",0152,0.05
4,23,"10/10/91","22L",0152,0.05
4,23,"10/10/91","32L",0152,0.00
4,23,"10/10/91","39L",0152,0.00
4,23,"10/10/91","45L",0152,0.00
4,23,"10/10/91","10R",0553,0.00
4,23,"10/10/91","22L",0553,0.15
4,23,"10/10/91","32L",0553,0.05
4,23,"10/10/91","39L",0553,1.60
4,23,"10/10/91","45L",0553,0.20
4,23,"10/10/91","10R",0556,0.15
4,23,"10/10/91","22L",0556,0.25
4,23,"10/10/91","32L",0556,0.30
4,23,"10/10/91","39L",0556,1.20
4,23,"10/10/91","45L",0556,0.90
4,23,"10/10/91","10R",0557,0.20
4,23,"10/10/91","22L",0557,0.45
4,23,"10/10/91","32L",0557,0.60
4,23,"10/10/91","39L",0557,2.80
4,23,"10/10/91","45L",0557,1.90
4,23,"10/10/91","10R",0558,0.00
4,23,"10/10/91","22L",0558,0.00
4,23,"10/10/91","32L",0558,0.00
4,23,"10/10/91","39L",0558,1.70
4,23,"10/10/91","45L",0558,1.35
4,23,"10/10/91","10R",0574,0.00
4,23,"10/10/91","22L",0574,0.00
4,23,"10/10/91","32L",0574,0.00
4,23,"10/10/91","39L",0574,0.00
4,23,"10/10/91","45L",0574,0.00
4,23,"10/10/91","10R",0575,0.00
4,23,"10/10/91","22L",0575,0.10
4,23,"10/10/91","32L",0575,0.10
4,23,"10/10/91","39L",0575,0.55
4,23,"10/10/91","45L",0575,1.45
4,23,"10/10/91","10R",0589,0.20
4,23,"10/10/91","22L",0589,0.05
4,23,"10/10/91","32L",0589,0.10
4,23,"10/10/91","39L",0589,0.15
4,23,"10/10/91","45L",0589,0.05
4,24,"04/12/92","10R",0024,0.70
4,24,"04/12/92","22L",0024,0.00
4,24,"04/12/92","32L",0024,0.30
4,24,"04/12/92","39L",0024,0.15
4,24,"04/12/92","45L",0024,0.15
4,24,"04/12/92","10R",0029,4.15
4,24,"04/12/92","22L",0029,2.80
4,24,"04/12/92","32L",0029,5.85
4,24,"04/12/92","39L",0029,3.50
4,24,"04/12/92","45L",0029,1.25
4,24,"04/12/92","10R",0030,5.10
4,24,"04/12/92","22L",0030,5.95
4,24,"04/12/92","32L",0030,5.50
4,24,"04/12/92","39L",0030,6.75
4,24,"04/12/92","45L",0030,5.00
4,24,"04/12/92","10R",0066,0.25
4,24,"04/12/92","22L",0066,0.10
4,24,"04/12/92","32L",0066,0.05
4,24,"04/12/92","39L",0066,0.05
4,24,"04/12/92","45L",0066,0.05
4,24,"04/12/92","10R",0067,0.00
4,24,"04/12/92","22L",0067,0.00
4,24,"04/12/92","32L",0067,0.00
4,24,"04/12/92","39L",0067,0.00
4,24,"04/12/92","45L",0067,0.00
4,24,"04/12/92","10R",0075,0.00
4,24,"04/12/92","22L",0075,0.00
4,24,"04/12/92","32L",0075,0.00
4,24,"04/12/92","39L",0075,0.00
4,24,"04/12/92","45L",0075,0.00
4,24,"04/12/92","10R",0081,0.00
4,24,"04/12/92","22L",0081,0.00
4,24,"04/12/92","32L",0081,0.00
4,24,"04/12/92","39L",0081,0.00
4,24,"04/12/92","45L",0081,0.00
4,24,"04/12/92","10R",0082,0.00
4,24,"04/12/92","22L",0082,0.00
4,24,"04/12/92","32L",0082,0.05
4,24,"04/12/92","39L",0082,0.00
4,24,"04/12/92","45L",0082,0.05
4,24,"04/12/92","10R",0085,0.05
4,24,"04/12/92","22L",0085,0.20
4,24,"04/12/92","32L",0085,0.35
4,24,"04/12/92","39L",0085,0.00
4,24,"04/12/92","45L",0085,0.05
4,24,"04/12/92","10R",0089,0.90
4,24,"04/12/92","22L",0089,0.75
4,24,"04/12/92","32L",0089,0.60
4,24,"04/12/92","39L",0089,0.85
4,24,"04/12/92","45L",0089,0.10
4,24,"04/12/92","10R",0092,0.40
4,24,"04/12/92","22L",0092,0.45
4,24,"04/12/92","32L",0092,0.50
4,24,"04/12/92","39L",0092,0.15
4,24,"04/12/92","45L",0092,0.10
4,24,"04/12/92","10R",0152,0.00
4,24,"04/12/92","22L",0152,0.00
4,24,"04/12/92","32L",0152,0.00
4,24,"04/12/92","39L",0152,0.00
4,24,"04/12/92","45L",0152,0.05
4,24,"04/12/92","10R",0553,0.00
4,24,"04/12/92","22L",0553,0.10
4,24,"04/12/92","32L",0553,0.05
4,24,"04/12/92","39L",0553,0.25
4,24,"04/12/92","45L",0553,0.35
4,24,"04/12/92","10R",0556,0.10
4,24,"04/12/92","22L",0556,0.20
4,24,"04/12/92","32L",0556,0.00
4,24,"04/12/92","39L",0556,0.90
4,24,"04/12/92","45L",0556,1.10
4,24,"04/12/92","10R",0557,0.15
4,24,"04/12/92","22L",0557,0.70
4,24,"04/12/92","32L",0557,0.20
4,24,"04/12/92","39L",0557,1.00
4,24,"04/12/92","45L",0557,0.15
4,24,"04/12/92","10R",0558,0.05
4,24,"04/12/92","22L",0558,0.10
4,24,"04/12/92","32L",0558,0.00
4,24,"04/12/92","39L",0558,0.25
4,24,"04/12/92","45L",0558,0.30
4,24,"04/12/92","10R",0574,0.00
4,24,"04/12/92","22L",0574,0.00
4,24,"04/12/92","32L",0574,0.00
4,24,"04/12/92","39L",0574,0.00
4,24,"04/12/92","45L",0574,0.00
4,24,"04/12/92","10R",0575,0.00
4,24,"04/12/92","22L",0575,0.05
4,24,"04/12/92","32L",0575,0.10
4,24,"04/12/92","39L",0575,0.25
4,24,"04/12/92","45L",0575,1.60
4,24,"04/12/92","10R",0589,0.25
4,24,"04/12/92","22L",0589,0.00
4,24,"04/12/92","32L",0589,0.45
4,24,"04/12/92","39L",0589,0.65
4,24,"04/12/92","45L",0589,0.50
4,25,"10/08/92","10R",0024,0.45
4,25,"10/08/92","32L",0024,0.20
4,25,"10/09/92","22L",0024,0.05
4,25,"10/09/92","39L",0024,0.40
4,25,"10/09/92","45L",0024,0.40
4,25,"10/08/92","10R",0029,3.55
4,25,"10/08/92","32L",0029,5.25
4,25,"10/09/92","22L",0029,1.90
4,25,"10/09/92","39L",0029,3.20
4,25,"10/09/92","45L",0029,1.10
4,25,"10/08/92","10R",0030,5.10
4,25,"10/08/92","32L",0030,4.90
4,25,"10/09/92","22L",0030,3.55
4,25,"10/09/92","39L",0030,3.35
4,25,"10/09/92","45L",0030,3.45
4,25,"10/08/92","10R",0066,0.10
4,25,"10/08/92","32L",0066,0.00
4,25,"10/09/92","22L",0066,0.00
4,25,"10/09/92","39L",0066,0.05
4,25,"10/09/92","45L",0066,0.00
4,25,"10/08/92","10R",0067,0.00
4,25,"10/08/92","32L",0067,0.00
4,25,"10/09/92","22L",0067,0.00
4,25,"10/09/92","39L",0067,0.00
4,25,"10/09/92","45L",0067,0.00
4,25,"10/08/92","10R",0075,0.00
4,25,"10/08/92","32L",0075,0.00
4,25,"10/09/92","22L",0075,0.00
4,25,"10/09/92","39L",0075,0.00
4,25,"10/09/92","45L",0075,0.00
4,25,"10/08/92","10R",0081,0.00
4,25,"10/08/92","32L",0081,0.00
4,25,"10/09/92","22L",0081,0.00
4,25,"10/09/92","39L",0081,0.00
4,25,"10/09/92","45L",0081,0.00
4,25,"10/08/92","10R",0082,0.00
4,25,"10/08/92","32L",0082,0.00
4,25,"10/09/92","22L",0082,0.00
4,25,"10/09/92","39L",0082,0.00
4,25,"10/09/92","45L",0082,0.00
4,25,"10/08/92","10R",0085,0.00
4,25,"10/08/92","32L",0085,0.15
4,25,"10/09/92","22L",0085,0.15
4,25,"10/09/92","39L",0085,0.00
4,25,"10/09/92","45L",0085,0.20
4,25,"10/08/92","10R",0089,0.30
4,25,"10/08/92","32L",0089,0.25
4,25,"10/09/92","22L",0089,0.20
4,25,"10/09/92","39L",0089,0.45
4,25,"10/09/92","45L",0089,0.30
4,25,"10/08/92","10R",0092,0.20
4,25,"10/08/92","32L",0092,0.40
4,25,"10/09/92","22L",0092,0.40
4,25,"10/09/92","39L",0092,0.00
4,25,"10/09/92","45L",0092,0.10
4,25,"10/08/92","10R",0152,0.00
4,25,"10/08/92","32L",0152,0.00
4,25,"10/09/92","22L",0152,0.00
4,25,"10/09/92","39L",0152,0.00
4,25,"10/09/92","45L",0152,0.00
4,25,"10/08/92","10R",0553,0.00
4,25,"10/08/92","32L",0553,0.00
4,25,"10/09/92","22L",0553,0.05
4,25,"10/09/92","39L",0553,0.05
4,25,"10/09/92","45L",0553,0.10
4,25,"10/08/92","10R",0556,0.00
4,25,"10/08/92","32L",0556,0.60
4,25,"10/09/92","22L",0556,0.05
4,25,"10/09/92","39L",0556,0.50
4,25,"10/09/92","45L",0556,0.40
4,25,"10/08/92","10R",0557,1.60
4,25,"10/08/92","32L",0557,1.25
4,25,"10/09/92","22L",0557,1.35
4,25,"10/09/92","39L",0557,0.40
4,25,"10/09/92","45L",0557,0.00
4,25,"10/08/92","10R",0558,0.00
4,25,"10/08/92","32L",0558,0.00
4,25,"10/09/92","22L",0558,0.00
4,25,"10/09/92","39L",0558,0.00
4,25,"10/09/92","45L",0558,0.00
4,25,"10/08/92","10R",0574,0.20
4,25,"10/08/92","32L",0574,0.25
4,25,"10/09/92","22L",0574,0.05
4,25,"10/09/92","39L",0574,0.00
4,25,"10/09/92","45L",0574,0.00
4,25,"10/08/92","10R",0575,0.00
4,25,"10/08/92","32L",0575,0.00
4,25,"10/09/92","22L",0575,0.10
4,25,"10/09/92","39L",0575,0.35
4,25,"10/09/92","45L",0575,0.65
4,25,"10/08/92","10R",0589,0.45
4,25,"10/08/92","32L",0589,0.15
4,25,"10/09/92","22L",0589,0.40
4,25,"10/09/92","39L",0589,0.25
4,25,"10/09/92","45L",0589,0.30
4,26,"04/17/93","10R",0024,0.05
4,26,"04/17/93","22L",0024,0.00
4,26,"04/17/93","32L",0024,0.00
4,26,"04/17/93","39L",0024,0.00
4,26,"04/17/93","45L",0024,0.10
4,26,"04/17/93","10R",0029,3.50
4,26,"04/17/93","22L",0029,2.70
4,26,"04/17/93","32L",0029,1.75
4,26,"04/17/93","39L",0029,6.40
4,26,"04/17/93","45L",0029,2.35
4,26,"04/17/93","10R",0030,3.90
4,26,"04/17/93","22L",0030,3.80
4,26,"04/17/93","32L",0030,2.55
4,26,"04/17/93","39L",0030,6.50
4,26,"04/17/93","45L",0030,4.75
4,26,"04/17/93","10R",0066,0.05
4,26,"04/17/93","22L",0066,0.00
4,26,"04/17/93","32L",0066,0.00
4,26,"04/17/93","39L",0066,0.00
4,26,"04/17/93","45L",0066,0.10
4,26,"04/17/93","10R",0067,0.00
4,26,"04/17/93","22L",0067,0.00
4,26,"04/17/93","32L",0067,0.00
4,26,"04/17/93","39L",0067,0.00
4,26,"04/17/93","45L",0067,0.00
4,26,"04/17/93","10R",0075,0.00
4,26,"04/17/93","22L",0075,0.00
4,26,"04/17/93","32L",0075,0.00
4,26,"04/17/93","39L",0075,0.00
4,26,"04/17/93","45L",0075,0.00
4,26,"04/17/93","10R",0081,0.00
4,26,"04/17/93","22L",0081,0.00
4,26,"04/17/93","32L",0081,0.00
4,26,"04/17/93","39L",0081,0.00
4,26,"04/17/93","45L",0081,0.00
4,26,"04/17/93","10R",0082,0.00
4,26,"04/17/93","22L",0082,0.00
4,26,"04/17/93","32L",0082,0.00
4,26,"04/17/93","39L",0082,0.00
4,26,"04/17/93","45L",0082,0.00
4,26,"04/17/93","10R",0085,0.00
4,26,"04/17/93","22L",0085,0.10
4,26,"04/17/93","32L",0085,0.15
4,26,"04/17/93","39L",0085,0.05
4,26,"04/17/93","45L",0085,0.40
4,26,"04/17/93","10R",0089,0.65
4,26,"04/17/93","22L",0089,0.40
4,26,"04/17/93","32L",0089,0.10
4,26,"04/17/93","39L",0089,0.80
4,26,"04/17/93","45L",0089,0.35
4,26,"04/17/93","10R",0092,0.10
4,26,"04/17/93","22L",0092,0.20
4,26,"04/17/93","32L",0092,0.20
4,26,"04/17/93","39L",0092,0.10
4,26,"04/17/93","45L",0092,0.10
4,26,"04/17/93","10R",0152,0.00
4,26,"04/17/93","22L",0152,0.00
4,26,"04/17/93","32L",0152,0.00
4,26,"04/17/93","39L",0152,0.00
4,26,"04/17/93","45L",0152,0.00
4,26,"04/17/93","10R",0553,0.05
4,26,"04/17/93","22L",0553,0.00
4,26,"04/17/93","32L",0553,0.00
4,26,"04/17/93","39L",0553,0.00
4,26,"04/17/93","45L",0553,1.45
4,26,"04/17/93","10R",0556,0.05
4,26,"04/17/93","22L",0556,0.00
4,26,"04/17/93","32L",0556,0.00
4,26,"04/17/93","39L",0556,0.10
4,26,"04/17/93","45L",0556,0.45
4,26,"04/17/93","10R",0557,0.10
4,26,"04/17/93","22L",0557,0.25
4,26,"04/17/93","32L",0557,0.05
4,26,"04/17/93","39L",0557,0.55
4,26,"04/17/93","45L",0557,0.20
4,26,"04/17/93","10R",0558,0.00
4,26,"04/17/93","22L",0558,0.00
4,26,"04/17/93","32L",0558,0.00
4,26,"04/17/93","39L",0558,0.50
4,26,"04/17/93","45L",0558,0.35
4,26,"04/17/93","10R",0574,0.00
4,26,"04/17/93","22L",0574,0.00
4,26,"04/17/93","32L",0574,0.00
4,26,"04/17/93","39L",0574,0.00
4,26,"04/17/93","45L",0574,0.00
4,26,"04/17/93","10R",0575,0.00
4,26,"04/17/93","22L",0575,0.05
4,26,"04/17/93","32L",0575,0.00
4,26,"04/17/93","39L",0575,0.25
4,26,"04/17/93","45L",0575,1.80
4,26,"04/17/93","10R",0589,0.45
4,26,"04/17/93","22L",0589,0.10
4,26,"04/17/93","32L",0589,0.20
4,26,"04/17/93","39L",0589,0.25
4,26,"04/17/93","45L",0589,0.15
4,27,"10/25/93","10R",0024,0.10
4,27,"10/25/93","22L",0024,0.00
4,27,"10/25/93","32L",0024,0.00
4,27,"10/25/93","39L",0024,0.10
4,27,"10/25/93","45L",0024,0.10
4,27,"10/25/93","10R",0029,7.05
4,27,"10/25/93","22L",0029,3.80
4,27,"10/25/93","32L",0029,6.40
4,27,"10/25/93","39L",0029,3.45
4,27,"10/25/93","45L",0029,1.65
4,27,"10/25/93","10R",0030,7.30
4,27,"10/25/93","22L",0030,8.85
4,27,"10/25/93","32L",0030,10.85
4,27,"10/25/93","39L",0030,9.70
4,27,"10/25/93","45L",0030,8.90
4,27,"10/25/93","10R",0066,0.00
4,27,"10/25/93","22L",0066,0.00
4,27,"10/25/93","32L",0066,0.20
4,27,"10/25/93","39L",0066,0.00
4,27,"10/25/93","45L",0066,0.00
4,27,"10/25/93","10R",0067,0.00
4,27,"10/25/93","22L",0067,0.00
4,27,"10/25/93","32L",0067,0.00
4,27,"10/25/93","39L",0067,0.00
4,27,"10/25/93","45L",0067,0.00
4,27,"10/25/93","10R",0075,0.00
4,27,"10/25/93","22L",0075,0.00
4,27,"10/25/93","32L",0075,0.00
4,27,"10/25/93","39L",0075,0.05
4,27,"10/25/93","45L",0075,0.00
4,27,"10/25/93","10R",0081,0.00
4,27,"10/25/93","22L",0081,0.00
4,27,"10/25/93","32L",0081,0.00
4,27,"10/25/93","39L",0081,0.00
4,27,"10/25/93","45L",0081,0.15
4,27,"10/25/93","10R",0082,0.00
4,27,"10/25/93","22L",0082,0.00
4,27,"10/25/93","32L",0082,0.00
4,27,"10/25/93","39L",0082,0.00
4,27,"10/25/93","45L",0082,0.00
4,27,"10/25/93","10R",0085,0.00
4,27,"10/25/93","22L",0085,0.10
4,27,"10/25/93","32L",0085,0.10
4,27,"10/25/93","39L",0085,0.00
4,27,"10/25/93","45L",0085,0.10
4,27,"10/25/93","10R",0089,0.10
4,27,"10/25/93","22L",0089,0.00
4,27,"10/25/93","32L",0089,0.00
4,27,"10/25/93","39L",0089,0.00
4,27,"10/25/93","45L",0089,0.05
4,27,"10/25/93","10R",0092,0.05
4,27,"10/25/93","22L",0092,0.20
4,27,"10/25/93","32L",0092,0.25
4,27,"10/25/93","39L",0092,0.15
4,27,"10/25/93","45L",0092,0.00
4,27,"10/25/93","10R",0152,0.00
4,27,"10/25/93","22L",0152,0.00
4,27,"10/25/93","32L",0152,0.00
4,27,"10/25/93","39L",0152,0.00
4,27,"10/25/93","45L",0152,0.00
4,27,"10/25/93","10R",0553,0.00
4,27,"10/25/93","22L",0553,0.10
4,27,"10/25/93","32L",0553,0.10
4,27,"10/25/93","39L",0553,0.35
4,27,"10/25/93","45L",0553,1.30
4,27,"10/25/93","10R",0556,0.00
4,27,"10/25/93","22L",0556,0.10
4,27,"10/25/93","32L",0556,0.45
4,27,"10/25/93","39L",0556,0.95
4,27,"10/25/93","45L",0556,0.90
4,27,"10/25/93","10R",0557,0.00
4,27,"10/25/93","22L",0557,0.10
4,27,"10/25/93","32L",0557,0.05
4,27,"10/25/93","39L",0557,0.00
4,27,"10/25/93","45L",0557,0.10
4,27,"10/25/93","10R",0558,0.05
4,27,"10/25/93","22L",0558,0.00
4,27,"10/25/93","32L",0558,0.00
4,27,"10/25/93","39L",0558,0.15
4,27,"10/25/93","45L",0558,0.10
4,27,"10/25/93","10R",0574,0.00
4,27,"10/25/93","22L",0574,0.00
4,27,"10/25/93","32L",0574,0.00
4,27,"10/25/93","39L",0574,0.00
4,27,"10/25/93","45L",0574,0.00
4,27,"10/25/93","10R",0575,0.00
4,27,"10/25/93","22L",0575,0.05
4,27,"10/25/93","32L",0575,0.05
4,27,"10/25/93","39L",0575,0.00
4,27,"10/25/93","45L",0575,1.10
4,27,"10/25/93","10R",0589,0.40
4,27,"10/25/93","22L",0589,0.10
4,27,"10/25/93","32L",0589,0.20
4,27,"10/25/93","39L",0589,0.25
4,27,"10/25/93","45L",0589,0.15
4,28,"04/16/94","10R",0024,0.25
4,28,"04/16/94","22L",0024,0.00
4,28,"04/16/94","32L",0024,0.00
4,28,"04/16/94","39L",0024,0.00
4,28,"04/16/94","45L",0024,0.10
4,28,"04/16/94","10R",0029,3.90
4,28,"04/16/94","22L",0029,2.30
4,28,"04/16/94","32L",0029,2.60
4,28,"04/16/94","39L",0029,2.10
4,28,"04/16/94","45L",0029,0.65
4,28,"04/16/94","10R",0030,5.30
4,28,"04/16/94","22L",0030,6.65
4,28,"04/16/94","32L",0030,7.90
4,28,"04/16/94","39L",0030,7.65
4,28,"04/16/94","45L",0030,7.65
4,28,"04/16/94","10R",0066,0.00
4,28,"04/16/94","22L",0066,0.00
4,28,"04/16/94","32L",0066,0.00
4,28,"04/16/94","39L",0066,0.00
4,28,"04/16/94","45L",0066,0.00
4,28,"04/16/94","10R",0067,0.05
4,28,"04/16/94","22L",0067,0.05
4,28,"04/16/94","32L",0067,0.15
4,28,"04/16/94","39L",0067,0.05
4,28,"04/16/94","45L",0067,0.00
4,28,"04/16/94","10R",0075,0.00
4,28,"04/16/94","22L",0075,0.00
4,28,"04/16/94","32L",0075,0.05
4,28,"04/16/94","39L",0075,0.00
4,28,"04/16/94","45L",0075,0.00
4,28,"04/16/94","10R",0081,0.00
4,28,"04/16/94","22L",0081,0.00
4,28,"04/16/94","32L",0081,0.00
4,28,"04/16/94","39L",0081,0.00
4,28,"04/16/94","45L",0081,0.00
4,28,"04/16/94","10R",0082,0.00
4,28,"04/16/94","22L",0082,0.00
4,28,"04/16/94","32L",0082,0.00
4,28,"04/16/94","39L",0082,0.00
4,28,"04/16/94","45L",0082,0.00
4,28,"04/16/94","10R",0085,0.15
4,28,"04/16/94","22L",0085,0.00
4,28,"04/16/94","32L",0085,0.20
4,28,"04/16/94","39L",0085,0.00
4,28,"04/16/94","45L",0085,0.05
4,28,"04/16/94","10R",0089,0.70
4,28,"04/16/94","22L",0089,0.45
4,28,"04/16/94","32L",0089,0.50
4,28,"04/16/94","39L",0089,0.80
4,28,"04/16/94","45L",0089,0.60
4,28,"04/16/94","10R",0092,0.00
4,28,"04/16/94","22L",0092,0.05
4,28,"04/16/94","32L",0092,0.15
4,28,"04/16/94","39L",0092,0.20
4,28,"04/16/94","45L",0092,0.05
4,28,"04/16/94","10R",0152,0.00
4,28,"04/16/94","22L",0152,0.00
4,28,"04/16/94","32L",0152,0.00
4,28,"04/16/94","39L",0152,0.00
4,28,"04/16/94","45L",0152,0.00
4,28,"04/16/94","10R",0553,0.00
4,28,"04/16/94","22L",0553,0.00
4,28,"04/16/94","32L",0553,0.00
4,28,"04/16/94","39L",0553,0.05
4,28,"04/16/94","45L",0553,0.20
4,28,"04/16/94","10R",0556,0.00
4,28,"04/16/94","22L",0556,0.00
4,28,"04/16/94","32L",0556,0.40
4,28,"04/16/94","39L",0556,0.85
4,28,"04/16/94","45L",0556,0.55
4,28,"04/16/94","10R",0557,0.00
4,28,"04/16/94","22L",0557,0.00
4,28,"04/16/94","32L",0557,0.05
4,28,"04/16/94","39L",0557,0.05
4,28,"04/16/94","45L",0557,0.05
4,28,"04/16/94","10R",0558,0.05
4,28,"04/16/94","22L",0558,0.00
4,28,"04/16/94","32L",0558,0.00
4,28,"04/16/94","39L",0558,0.00
4,28,"04/16/94","45L",0558,0.20
4,28,"04/16/94","10R",0574,0.00
4,28,"04/16/94","22L",0574,0.00
4,28,"04/16/94","32L",0574,0.00
4,28,"04/16/94","39L",0574,0.00
